Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
G8_7_EKDN220028601-1A_H3NGLDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G8_7_EKDN220028601-1A_H3NGLDSX5_L1/G8_7_EKDN220028601-1A_H3NGLDSX5_L1.srt.dp.bam	7026648.0	6868776.0	962093028.0	957606277.0	146309.7681	236.0	44.3834	0.0307	3.1452	97.75323881315813
G8_9_EKDN220028742-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G8_9_EKDN220028742-1A_H5JF5DSX5_L3/G8_9_EKDN220028742-1A_H5JF5DSX5_L3.srt.dp.bam	6788405.0	6758344.0	940880928.0	936440772.0	137126.3558	204.0	43.6332	0.03	3.0758	99.55717138267384
G9_11_EKDN220028860-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_11_EKDN220028860-1A_H5J72DSX5_L1/G9_11_EKDN220028860-1A_H5J72DSX5_L1.srt.dp.bam	6250756.0	6164441.0	859049296.0	855065876.0	150480.1528	210.0	43.6918	0.0302	2.8083	98.61912703039441
G9_12_EKDN220028915-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_12_EKDN220028915-1A_H5JF5DSX5_L3/G9_12_EKDN220028915-1A_H5JF5DSX5_L3.srt.dp.bam	9118868.0	9072661.0	1267147756.0	1261241045.0	149381.2397	219.0	43.7072	0.0304	4.1424	99.49328140291097
G9_13_EKDN220028973-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_13_EKDN220028973-1A_H3VYYDSX5_L2/G9_13_EKDN220028973-1A_H3VYYDSX5_L2.srt.dp.bam	13252174.0	13182751.0	1852947790.0	1844695340.0	152087.028	240.0	43.6524	0.0289	6.0574	99.47613878296497
G9_1_EKDN220028195-1A_H5F7CDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_1_EKDN220028195-1A_H5F7CDSX5_L4/G9_1_EKDN220028195-1A_H5F7CDSX5_L4.srt.dp.bam	6236696.0	6207118.0	875597078.0	871655525.0	155996.2669	239.0	43.3433	0.0287	2.8624	99.52574247646511
G9_2_EKDN220028256-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_2_EKDN220028256-1A_H3NGLDSX5_L2/G9_2_EKDN220028256-1A_H3NGLDSX5_L2.srt.dp.bam	7616374.0	7577869.0	1054429649.0	1049582388.0	134062.9395	214.0	43.7645	0.0305	3.447	99.49444446924481
G9_3_EKDN220028325-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_3_EKDN220028325-1A_H3V53DSX5_L2/G9_3_EKDN220028325-1A_H3V53DSX5_L2.srt.dp.bam	7326331.0	7293892.0	1020817367.0	1016315133.0	112603.8976	201.0	44.5413	0.0285	3.3371	99.55722721236592
G9_4_EKDN220028397-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_4_EKDN220028397-1A_H5J72DSX5_L1/G9_4_EKDN220028397-1A_H5J72DSX5_L1.srt.dp.bam	7233232.0	4679066.0	538933373.0	536558830.0	108161.4098	176.0	43.8342	0.0301	1.7618	64.68845462166843
G9_5_EKDN220028471-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_5_EKDN220028471-1A_H5GV5DSX5_L3/G9_5_EKDN220028471-1A_H5GV5DSX5_L3.srt.dp.bam	7894980.0	7855643.0	1106442104.0	1101502042.0	143803.418	228.0	43.6064	0.0299	3.617	99.50174667953561
G9_6_EKDN220028541-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_6_EKDN220028541-1A_H3NGLDSX5_L2/G9_6_EKDN220028541-1A_H3NGLDSX5_L2.srt.dp.bam	12837441.0	12506298.0	1751275258.0	1743210268.0	151123.9724	234.0	44.2966	0.0299	5.7251	97.42049057908037
G9_7_EKDN220028602-1A_H3NGLDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_7_EKDN220028602-1A_H3NGLDSX5_L1/G9_7_EKDN220028602-1A_H3NGLDSX5_L1.srt.dp.bam	6324635.0	6286364.0	880228505.0	876197257.0	144696.962	220.0	43.9599	0.0304	2.8775	99.39488998179341
G9_8_EKDN220028675-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_8_EKDN220028675-1A_H3V53DSX5_L2/G9_8_EKDN220028675-1A_H3V53DSX5_L2.srt.dp.bam	7737287.0	7695330.0	1077867806.0	1072802278.0	146423.8841	229.0	43.6971	0.0311	3.5236	99.45772982183549
G9_9_EKDN220028743-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G9_9_EKDN220028743-1A_H5JF5DSX5_L3/G9_9_EKDN220028743-1A_H5JF5DSX5_L3.srt.dp.bam	7518615.0	7484703.0	1033488198.0	1028585009.0	124213.4995	193.0	43.9427	0.0299	3.3786	99.54895948256429
H10_10_EKDN220028806-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_10_EKDN220028806-1A_H5J72DSX5_L1/H10_10_EKDN220028806-1A_H5J72DSX5_L1.srt.dp.bam	7680242.0	7625936.0	1062176189.0	1057234780.0	214009.1842	303.0	43.3751	0.0315	3.4723	99.29291290560897
H10_11_EKDN220028862-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_11_EKDN220028862-1A_H5J72DSX5_L1/H10_11_EKDN220028862-1A_H5J72DSX5_L1.srt.dp.bam	5582220.0	5552129.0	773912145.0	770244808.0	146083.3395	211.0	43.7464	0.0307	2.53	99.46094922808489
H10_1_EKDN220028197-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_1_EKDN220028197-1A_H57WKDSX5_L2/H10_1_EKDN220028197-1A_H57WKDSX5_L2.srt.dp.bam	6220254.0	6188977.0	872075741.0	868153253.0	144183.4707	233.0	43.7009	0.0292	2.8509	99.49717487420932
H10_2_EKDN220028258-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_2_EKDN220028258-1A_H3NGLDSX5_L2/H10_2_EKDN220028258-1A_H3NGLDSX5_L2.srt.dp.bam	8704784.0	8661170.0	1220419795.0	1214788964.0	154209.605	244.0	43.5883	0.0301	3.9896	99.49896516674049
H10_3_EKDN220028327-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_3_EKDN220028327-1A_H3V53DSX5_L2/H10_3_EKDN220028327-1A_H3V53DSX5_L2.srt.dp.bam	7983937.0	7875682.0	1080089683.0	1075052028.0	129537.7128	202.0	44.1518	0.0307	3.5309	98.64409000221319
H10_4_EKDN220028399-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_4_EKDN220028399-1A_H5J72DSX5_L1/H10_4_EKDN220028399-1A_H5J72DSX5_L1.srt.dp.bam	5710423.0	5596005.0	763146285.0	759641146.0	130638.6538	194.0	44.1156	0.0302	2.4948	97.99633056955676
H10_5_EKDN220028473-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_5_EKDN220028473-1A_H5GV5DSX5_L3/H10_5_EKDN220028473-1A_H5GV5DSX5_L3.srt.dp.bam	5200993.0	5171554.0	721397660.0	718206840.0	151136.5322	215.0	43.2191	0.0303	2.3583	99.43397347391162
H10_7_EKDN220028604-1A_H3NGLDSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_7_EKDN220028604-1A_H3NGLDSX5_L3/H10_7_EKDN220028604-1A_H3NGLDSX5_L3.srt.dp.bam	6895673.0	6858142.0	958638523.0	954107156.0	139447.0958	216.0	43.7174	0.0308	3.1339	99.45573115198472
H10_8_EKDN220028676-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H10_8_EKDN220028676-1A_H3V53DSX5_L2/H10_8_EKDN220028676-1A_H3V53DSX5_L2.srt.dp.bam	6859186.0	6821024.0	953862213.0	949460344.0	156957.9881	230.0	43.6449	0.0308	3.1182	99.44363660644281
H11_11_EKDN220028863-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H11_11_EKDN220028863-1A_H5JF5DSX5_L3/H11_11_EKDN220028863-1A_H5JF5DSX5_L3.srt.dp.bam	6519721.0	6485846.0	913338120.0	909040960.0	153498.5271	245.0	43.727	0.0298	2.9858	99.48042255182392
H11_12_EKDN220028917-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H11_12_EKDN220028917-1A_H3VYYDSX5_L2/H11_12_EKDN220028917-1A_H3VYYDSX5_L2.srt.dp.bam	9712641.0	9595254.0	1340936130.0	1334536365.0	161339.0256	247.0	43.9332	0.0306	4.3836	98.7913997850842
H11_7_EKDN220028605-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H11_7_EKDN220028605-1A_H57WKDSX5_L1/H11_7_EKDN220028605-1A_H57WKDSX5_L1.srt.dp.bam	6715029.0	6647591.0	928856773.0	924613389.0	145962.0744	225.0	44.1255	0.0301	3.0365	98.99571543175763
H1_11_EKDN220028861-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_11_EKDN220028861-1A_H5J72DSX5_L1/H1_11_EKDN220028861-1A_H5J72DSX5_L1.srt.dp.bam	6424365.0	6365155.0	900688097.0	896533114.0	159980.3791	249.0	44.0665	0.0298	2.9444	99.07835249086875
H1_12_EKDN220028916-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_12_EKDN220028916-1A_H5J72DSX5_L2/H1_12_EKDN220028916-1A_H5J72DSX5_L2.srt.dp.bam	7481789.0	7441501.0	1033248570.0	1028676846.0	140126.5594	204.0	43.5343	0.0293	3.3778	99.46151916339795
H1_13_EKDN220028974-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_13_EKDN220028974-1A_H5J72DSX5_L2/H1_13_EKDN220028974-1A_H5J72DSX5_L2.srt.dp.bam	7283068.0	7244780.0	1012922135.0	1008143954.0	140439.7857	215.0	43.8131	0.0304	3.3113	99.4742874843404
H1_1_EKDN220028196-1A_H5F7CDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_1_EKDN220028196-1A_H5F7CDSX5_L4/H1_1_EKDN220028196-1A_H5F7CDSX5_L4.srt.dp.bam	6968256.0	6903237.0	969647944.0	964990192.0	144176.1104	238.0	44.281	0.03	3.1699	99.06692578458656
H1_2_EKDN220028257-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_2_EKDN220028257-1A_H3NGLDSX5_L2/H1_2_EKDN220028257-1A_H3NGLDSX5_L2.srt.dp.bam	6567845.0	6529081.0	914639810.0	910383896.0	153540.0934	229.0	43.7244	0.0304	2.99	99.4097911872159
H1_3_EKDN220028326-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_3_EKDN220028326-1A_H3V53DSX5_L2/H1_3_EKDN220028326-1A_H3V53DSX5_L2.srt.dp.bam	9498915.0	9417279.0	1320117260.0	1314104792.0	140654.1029	221.0	43.5323	0.0301	4.3156	99.14057552888936
H1_4_EKDN220028398-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_4_EKDN220028398-1A_H5J72DSX5_L1/H1_4_EKDN220028398-1A_H5J72DSX5_L1.srt.dp.bam	5393119.0	5359794.0	746076357.0	742489864.0	137681.8934	212.0	43.8484	0.0309	2.439	99.38208298389114
H1_5_EKDN220028472-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_5_EKDN220028472-1A_H5GV5DSX5_L3/H1_5_EKDN220028472-1A_H5GV5DSX5_L3.srt.dp.bam	7407633.0	7370582.0	1018823411.0	1013843885.0	115756.667	189.0	43.8639	0.0311	3.3306	99.49982673277685
H1_7_EKDN220028603-1A_H3NGLDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_7_EKDN220028603-1A_H3NGLDSX5_L1/H1_7_EKDN220028603-1A_H3NGLDSX5_L1.srt.dp.bam	8147016.0	8102664.0	1119662603.0	1114393170.0	130761.2227	198.0	43.6862	0.0318	3.6603	99.45560435870017
H1_9_EKDN220028744-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H1_9_EKDN220028744-1A_H5JF5DSX5_L3/H1_9_EKDN220028744-1A_H5JF5DSX5_L3.srt.dp.bam	7056191.0	7018265.0	981860099.0	977375125.0	155324.9812	230.0	43.8602	0.0294	3.2098	99.4625145492802
H2_10_EKDN220028807-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_10_EKDN220028807-1A_H5J72DSX5_L1/H2_10_EKDN220028807-1A_H5J72DSX5_L1.srt.dp.bam	8515274.0	8456455.0	1177935201.0	1172364678.0	203694.9958	279.0	43.3604	0.0312	3.8508	99.3092529964391
H2_11_EKDN220028864-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_11_EKDN220028864-1A_H5J72DSX5_L1/H2_11_EKDN220028864-1A_H5J72DSX5_L1.srt.dp.bam	6961200.0	6922866.0	968110175.0	963469572.0	150503.4447	226.0	43.639	0.0309	3.1648	99.44931908291674
H2_12_EKDN220028918-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_12_EKDN220028918-1A_H3VYYDSX5_L2/H2_12_EKDN220028918-1A_H3VYYDSX5_L2.srt.dp.bam	8916043.0	8868667.0	1251603633.0	1245728869.0	154583.6221	250.0	43.5527	0.0297	4.0916	99.46864320865208
H2_1_EKDN220028198-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_1_EKDN220028198-1A_H57WKDSX5_L2/H2_1_EKDN220028198-1A_H57WKDSX5_L2.srt.dp.bam	6714309.0	6683209.0	938113559.0	933917494.0	151872.5253	225.0	43.4854	0.0293	3.0668	99.53681011702024
H2_2_EKDN220028259-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_2_EKDN220028259-1A_H3NGLDSX5_L2/H2_2_EKDN220028259-1A_H3NGLDSX5_L2.srt.dp.bam	6753577.0	6648859.0	912106902.0	907989210.0	138188.2066	201.0	44.045	0.0297	2.9817	98.4494439020981
H2_3_EKDN220028328-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_3_EKDN220028328-1A_H3V53DSX5_L2/H2_3_EKDN220028328-1A_H3V53DSX5_L2.srt.dp.bam	8167077.0	8121713.0	1116602224.0	1111323967.0	120852.5946	190.0	43.7339	0.031	3.6503	99.4445503574902
H2_4_EKDN220028400-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_4_EKDN220028400-1A_H5J72DSX5_L1/H2_4_EKDN220028400-1A_H5J72DSX5_L1.srt.dp.bam	9736101.0	9262710.0	1253827732.0	1248093358.0	140111.0563	199.0	44.1173	0.0302	4.0989	95.13777640556522
H2_5_EKDN220028474-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_5_EKDN220028474-1A_H5J72DSX5_L2/H2_5_EKDN220028474-1A_H5J72DSX5_L2.srt.dp.bam	6756225.0	6719658.0	945436431.0	940960654.0	151359.9315	230.0	43.6104	0.0303	3.0907	99.45876580486885
H2_7_EKDN220028606-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_7_EKDN220028606-1A_H57WKDSX5_L1/H2_7_EKDN220028606-1A_H57WKDSX5_L1.srt.dp.bam	6363558.0	6273543.0	848765241.0	844863762.0	116320.3955	179.0	43.9304	0.031	2.7747	98.58546115239305
H2_9_EKDN220028745-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H2_9_EKDN220028745-1A_H5JF5DSX5_L3/H2_9_EKDN220028745-1A_H5JF5DSX5_L3.srt.dp.bam	8269022.0	8183884.0	1136690615.0	1131445254.0	139989.3108	206.0	43.8039	0.0297	3.7159	98.9703981921925
H3_10_EKDN220028808-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_10_EKDN220028808-1A_H5J72DSX5_L1/H3_10_EKDN220028808-1A_H5J72DSX5_L1.srt.dp.bam	11097238.0	11003548.0	1552766518.0	1545732631.0	213544.6407	342.0	43.3429	0.0304	5.0761	99.15573586869093
H3_12_EKDN220028919-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_12_EKDN220028919-1A_H3VYYDSX5_L2/H3_12_EKDN220028919-1A_H3VYYDSX5_L2.srt.dp.bam	9922307.0	9867021.0	1378734861.0	1372322346.0	150693.7571	227.0	43.657	0.03	4.5072	99.44281103174897
H3_1_EKDN220028199-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_1_EKDN220028199-1A_H57WKDSX5_L2/H3_1_EKDN220028199-1A_H57WKDSX5_L2.srt.dp.bam	5412149.0	5384879.0	755773633.0	752252456.0	150568.7362	225.0	43.6167	0.0302	2.4707	99.49613360607773
H3_4_EKDN220028401-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_4_EKDN220028401-1A_H5J72DSX5_L1/H3_4_EKDN220028401-1A_H5J72DSX5_L1.srt.dp.bam	7819734.0	7779695.0	1085383199.0	1080263672.0	136245.6034	211.0	43.8243	0.0308	3.5482	99.48797491065552
H3_5_EKDN220028475-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_5_EKDN220028475-1A_H5GV5DSX5_L3/H3_5_EKDN220028475-1A_H5GV5DSX5_L3.srt.dp.bam	4790796.0	3894462.0	523712764.0	521405138.0	137666.6843	215.0	44.3385	0.0298	1.7121	81.29049953285424
H3_6_EKDN220028542-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_6_EKDN220028542-1A_H3NGLDSX5_L2/H3_6_EKDN220028542-1A_H3NGLDSX5_L2.srt.dp.bam	7872345.0	7833121.0	1096977194.0	1091839518.0	140770.7974	215.0	43.7294	0.0308	3.5861	99.50174947871314
H3_7_EKDN220028607-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_7_EKDN220028607-1A_H5J72DSX5_L2/H3_7_EKDN220028607-1A_H5J72DSX5_L2.srt.dp.bam	7361201.0	7303474.0	1021539359.0	1016827383.0	145418.5148	220.0	43.5967	0.03	3.3395	99.21579372713774
H3_8_EKDN220028677-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_8_EKDN220028677-1A_H3V53DSX5_L2/H3_8_EKDN220028677-1A_H3V53DSX5_L2.srt.dp.bam	7218296.0	7176750.0	982091115.0	977607481.0	129159.7328	195.0	43.8307	0.0302	3.2105	99.42443479735384
H3_9_EKDN220028746-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H3_9_EKDN220028746-1A_H5JF5DSX5_L3/H3_9_EKDN220028746-1A_H5JF5DSX5_L3.srt.dp.bam	4794538.0	4769321.0	669405493.0	666221043.0	155247.6204	240.0	44.8012	0.0301	2.1883	99.47404734303909
H4_11_EKDN220028865-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_11_EKDN220028865-1A_H5JF5DSX5_L3/H4_11_EKDN220028865-1A_H5JF5DSX5_L3.srt.dp.bam	7492809.0	7456585.0	1043806622.0	1039044781.0	147794.0483	221.0	43.6521	0.0291	3.4123	99.5165498012828
H4_12_EKDN220028920-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_12_EKDN220028920-1A_H5J72DSX5_L2/H4_12_EKDN220028920-1A_H5J72DSX5_L2.srt.dp.bam	7088151.0	7016559.0	981217916.0	976489426.0	141919.6598	223.0	44.0968	0.0301	3.2077	98.98997637042439
H4_13_EKDN220028975-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_13_EKDN220028975-1A_H3V53DSX5_L2/H4_13_EKDN220028975-1A_H3V53DSX5_L2.srt.dp.bam	9899566.0	9844041.0	1365639958.0	1359522548.0	141054.6968	212.0	43.6264	0.0306	4.4644	99.43911682592955
H4_1_EKDN220028200-1A_H5F7CDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_1_EKDN220028200-1A_H5F7CDSX5_L4/H4_1_EKDN220028200-1A_H5F7CDSX5_L4.srt.dp.bam	5894844.0	5860854.0	823390397.0	819619742.0	152885.799	243.0	43.5432	0.0295	2.6917	99.42339441043733
H4_4_EKDN220028402-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_4_EKDN220028402-1A_H5J72DSX5_L1/H4_4_EKDN220028402-1A_H5J72DSX5_L1.srt.dp.bam	7549196.0	7508248.0	1050524126.0	1045509986.0	154198.5207	229.0	43.6132	0.0311	3.4342	99.45758462225646
H4_5_EKDN220028476-1A_H5GV5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_5_EKDN220028476-1A_H5GV5DSX5_L3/H4_5_EKDN220028476-1A_H5GV5DSX5_L3.srt.dp.bam	4921718.0	4897817.0	678513504.0	675438401.0	124823.9454	195.0	43.9292	0.0302	2.2181	99.51437689034601
H4_6_EKDN220028543-1A_H5CW3DSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_6_EKDN220028543-1A_H5CW3DSX5_L4/H4_6_EKDN220028543-1A_H5CW3DSX5_L4.srt.dp.bam	6991822.0	6949529.0	978326788.0	973745241.0	167234.01	241.0	43.6148	0.0303	3.1982	99.395107598563
H4_7_EKDN220028608-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_7_EKDN220028608-1A_H5J72DSX5_L2/H4_7_EKDN220028608-1A_H5J72DSX5_L2.srt.dp.bam	6110238.0	6081630.0	855044494.0	851310099.0	129932.5988	213.0	44.2338	0.0279	2.7952	99.53180219821225
H4_8_EKDN220028678-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_8_EKDN220028678-1A_H3V53DSX5_L2/H4_8_EKDN220028678-1A_H3V53DSX5_L2.srt.dp.bam	8605422.0	8560697.0	1195146444.0	1189449733.0	137286.6789	214.0	43.7934	0.0308	3.907	99.4802695323948
H4_9_EKDN220028747-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H4_9_EKDN220028747-1A_H5JF5DSX5_L3/H4_9_EKDN220028747-1A_H5JF5DSX5_L3.srt.dp.bam	7467073.0	7429122.0	1038280877.0	1033371160.0	145806.3983	221.0	43.6637	0.0303	3.3942	99.49175533706448
H5_10_EKDN220028809-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_10_EKDN220028809-1A_H5J72DSX5_L1/H5_10_EKDN220028809-1A_H5J72DSX5_L1.srt.dp.bam	13176837.0	12635975.0	1763856627.0	1755488370.0	206554.2115	316.0	44.1148	0.0314	5.7662	95.89535789203433
H5_11_EKDN220028866-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_11_EKDN220028866-1A_H5J72DSX5_L1/H5_11_EKDN220028866-1A_H5J72DSX5_L1.srt.dp.bam	10148617.0	10091114.0	1419454148.0	1412806676.0	153615.8242	246.0	45.6283	0.0306	4.6403	99.43339077629987
H5_12_EKDN220028921-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_12_EKDN220028921-1A_H5J72DSX5_L2/H5_12_EKDN220028921-1A_H5J72DSX5_L2.srt.dp.bam	7405374.0	7371098.0	1023815236.0	1018898926.0	127386.1933	200.0	43.83	0.031	3.3469	99.5371469422071
H5_1_EKDN220028201-1A_H5F7CDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_1_EKDN220028201-1A_H5F7CDSX5_L4/H5_1_EKDN220028201-1A_H5F7CDSX5_L4.srt.dp.bam	6757771.0	6719472.0	947093087.0	942757168.0	164810.1332	251.0	43.4374	0.0294	3.0961	99.4332598722271
H5_3_EKDN220028329-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/H5_3_EKDN220028329-1A_H3V53DSX5_L2/H5_3_EKDN220028329-1A_H3V53DSX5_L2.srt.dp.bam	8854420.0	8811852.0	1227209119.0	1221309057.0	130212.6926	204.0	43.7854	0.0311	4.0118	99.51924575522733
