bamorder,sample_name,sample_metadata_id,collection_date,village,method,sample,species,conc_ng_ul,estimated_total_ng,well,cluster,lat,long,month,year,treated
624,F2_3,F2_3,02/09/2015,BAMAKO,CDC,107b-2,gambiae,2.2352,1117.6,F2,20,10.49796,-4.46115,9,2015,1
625,F2_5,F2_5,01/09/2014,KANGOUNABA II,CDC,105-1,gambiae,2.5808,1290.4,F2,1,10.58465,-4.54745,9,2014,1
626,F2_7,F2_7,09/09/2014,BOUSSANRA I,CDC,139a-14,gambiae,3.5464,1773.2,F2,26,10.50926,-4.57797,9,2014,0
627,F2_8,F2_8,19/09/2014,BOLOMAKOTE,CDC,195-5,gambiae,2.1448,1072.4,F2,9,10.20378,-4.39405,9,2014,1
628,F2_9,F2_9,05/11/2014,NATIERA,CDC,357-5,gambiae,5.9604,2980.2,F2,10,10.69726,-4.44495,11,2014,1
629,F3_12,F3_12,09/07/2015,BOUNOUBA,CDC,586-1,gambiae,8.0656,4032.8,F3,39,10.26145,-4.36408,7,2015,0
630,F3_1,F3_1,25/07/2014,KOFING,CDC,51a-1,gambiae,2.96,1480.4,F3,9,10.20378,-4.39405,7,2014,1
631,F3_2,F3_2,02/11/2015,KANKOUNABA II,CDC,302-22,gambiae,2.63,1313.8,F3,1,10.58465,-4.54745,11,2015,1
632,F3_3,F3_3,02/09/2015,BAMAKO,CDC,107b-10,gambiae,2.1528,1076.4,F3,20,10.49796,-4.46115,9,2015,1
633,F3_4,F3_4,04/09/2015,SOBARA III,CDC,116-4,gambiae,1.8448,922.4,F3,3,10.25882,-4.41593,9,2015,1
634,F3_5,F3_5,01/09/2014,MOSSIBOUGOU,CDC,106a-2,gambiae,2.2,1100,F3,10,10.69726,-4.44495,9,2014,1
635,F3_8,F3_8,19/09/2014,BOLOMAKOTE,CDC,195-13,gambiae,2.854,1427,F3,9,10.20378,-4.39405,9,2014,1
636,F3_9,F3_9,05/11/2014,NATIERA,CDC,357-13,gambiae,3.9304,1965.2,F3,10,10.69726,-4.44495,11,2014,1
637,F4_10,F4_10,11/09/2015,KIESSE(KEHINSA),CDC,134-1,gambiae,2.4436,1221.8,F4,2,10.10211,-4.3382,9,2015,1
638,F4_12,F4_12,12/07/2015,KANKOUNABA II,CDC,656-1,gambiae,7.5568,3778.4,F4,1,10.58465,-4.54745,7,2015,1
639,F4_13,F4_13,16/07/2015,SOBARA II,CDC,029-9,gambiae,4.7764,2388.2,F4,3,10.25882,-4.41593,7,2015,1
640,F4_1,F4_1,25/07/2014,KOFING,CDC,51a-9,gambiae,2.57,1284.8,F4,9,10.20378,-4.39405,7,2014,1
641,F4_3,F4_3,02/09/2015,BAMAKO,CDC,107b-18,gambiae,2.2472,1123.6,F4,20,10.49796,-4.46115,9,2015,1
642,F4_4,F4_4,07/09/2015,DASSORPIRE,CDC,119-8,gambiae,1.6544,827.2,F4,12,10.67426,-4.59349,9,2015,1
643,F4_5,F4_5,01/09/2014,MOSSIBOUGOU,CDC,106a-10,gambiae,4.0416,2020.8,F4,10,10.69726,-4.44495,9,2014,1
644,F4_6,F4_6,07/09/2014,SOBARA II,CDC,123a-19,gambiae,2.17,1084.8,F4,3,10.25882,-4.41593,9,2014,1
645,F4_8,F4_8,19/09/2014,KOFLANDE,CDC,209-6,gambiae,5.8316,2915.8,F4,37,10.23163,-4.4324,9,2014,0
646,F4_9,F4_9,06/11/2014,BAMAKO,CDC,1858-3,gambiae,4.7484,2374.2,F4,20,10.49796,-4.46115,11,2014,0
647,F5_10,F5_10,11/09/2015,KIESSE(KEHINSA),CDC,134-9,gambiae,3.1332,1566.6,F5,2,10.10211,-4.3382,9,2015,1
648,F5_11,F5_11,01/07/2015,YABLE I,CDC,424-2,gambiae,2.0852,1042.6,F5,4,10.31913,-4.38869,7,2015,1
649,F5_12,F5_12,12/07/2015,KANKOUNABA II,CDC,024-6,gambiae,4.7,2350,F5,1,10.58465,-4.54745,7,2015,1
650,F5_1,F5_1,25/07/2014,KOFING,CDC,51a-17,gambiae,2.19,1096.8,F5,9,10.20378,-4.39405,7,2014,1
651,F5_5,F5_5,01/09/2014,NATIERA,CDC,107a-1,gambiae,1.8512,925.6,F5,10,10.69726,-4.44495,9,2014,1
652,F5_6,F5_6,08/09/2014,TIEFORA II,CDC,132a-7,gambiae,2.1,1051.6,F5,11,10.66015,-4.51636,9,2014,1
653,F5_8,F5_8,19/09/2014,KOFLANDE,CDC,209-14,gambiae,3.8456,1922.8,F5,37,10.23163,-4.4324,9,2014,0
654,F5_9,F5_9,10/11/2014,PONT MAURICE,CDC,360-4,gambiae,3.1748,1587.4,F5,11,10.66015,-4.51636,11,2014,1
655,F6_10,F6_10,11/09/2015,LOMBO,CDC,136-4,gambiae,3.52,1760,F6,18,10.07051,-4.30001,9,2015,1
656,F6_12,F6_12,12/07/2015,MOSSIBOUGOU,CDC,667-1,gambiae,6.1168,3058.4,F6,10,10.69726,-4.44495,7,2015,1
657,F6_1,F6_1,30/07/2014,KANKOUNADENI,CDC,53a-5,gambiae,1.34,668.4,F6,36,10.48214,-4.61734,7,2014,0
658,F6_2,F6_2,09/11/2015,PONT MAURICE,CDC,310-4,gambiae,2.14,1072.2,F6,11,10.66015,-4.51636,11,2015,1
659,F6_3,F6_3,03/09/2015,KANGOUNABA I,CDC,109-8,gambiae,4.7056,2352.8,F6,1,10.58465,-4.54745,9,2015,1
660,F6_5,F6_5,03/09/2014,BOUNOUMBA,CDC,111a-3,gambiae,2.4148,1207.4,F6,4,10.31913,-4.38869,9,2014,1
661,F6_6,F6_6,08/09/2014,TIEFORA II,CDC,132a-15,gambiae,1.96,982,F6,11,10.66015,-4.51636,9,2014,1
662,F6_7,F6_7,12/09/2014,LOMBO,CDC,34-6,gambiae,5.0288,2514.4,F6,18,10.07051,-4.30001,9,2014,1
663,F6_9,F6_9,10/11/2014,PONT MAURICE,CDC,360-12,gambiae,6.8036,3401.8,F6,11,10.66015,-4.51636,11,2014,1
664,F7_11,F7_11,01/07/2015,BOUNOUMBA,CDC,428-4,gambiae,2.482,1241,F7,4,10.31913,-4.38869,7,2015,1
665,F7_12,F7_12,12/07/2015,NATIERA,CDC,657-3,gambiae,1.7976,898.8,F7,10,10.69726,-4.44495,7,2015,1
666,F7_13,F7_13,24/07/2015,BAKARIDJAN II,CDC,917-1,gambiae,3.0852,1542.6,F7,9,10.20378,-4.39405,7,2015,1
667,F7_1,F7_1,30/07/2014,KANKOUNADENI,CDC,53a-13,gambiae,1.7,852.4,F7,36,10.48214,-4.61734,7,2014,0
668,F7_2,F7_2,09/11/2015,PONT MAURICE,CDC,310-12,gambiae,3.49,1745.8,F7,11,10.66015,-4.51636,11,2015,1
669,F7_3,F7_3,03/09/2015,KANGOUNABA I,CDC,111b-3,gambiae,1.14,570,F7,1,10.58465,-4.54745,9,2015,1
670,F7_4,F7_4,07/09/2015,TIEFORA II,CDC,123b-15,gambiae,1.792,896,F7,11,10.66015,-4.51636,9,2015,1
671,F7_5,F7_5,03/09/2014,BOUNOUMBA,CDC,112a-4,gambiae,2.8448,1422.4,F7,4,10.31913,-4.38869,9,2014,1
672,F7_6,F7_6,08/09/2014,SANHOUNOU,CDC,135-1,gambiae,3.03,1517.2,F7,12,10.67426,-4.59349,9,2014,1
673,F7_7,F7_7,12/09/2014,LOMBO,CDC,34-14,gambiae,5.9272,2963.6,F7,18,10.07051,-4.30001,9,2014,1
674,F7_8,F7_8,23/09/2014,KANKOUNADENI,CDC,223-9,gambiae,3.694,1847,F7,36,10.48214,-4.61734,9,2014,0
675,F7_9,F7_9,10/09/2015,KOFING,CDC,128-2,gambiae,4.8244,2412.2,F7,9,10.20378,-4.39405,9,2015,1
676,F8_10,F8_10,16/09/2015,SISRANKA,CDC,139b-2,gambiae,2.4696,1234.8,F8,29,10.40929,-4.61967,9,2015,0
677,F8_11,F8_11,07/07/2015,KANKOUNADENI,CDC,524-4,gambiae,3.3192,1659.6,F8,36,10.48214,-4.61734,7,2015,0
678,F8_13,F8_13,24/07/2015,BAKARIDJAN II,CDC,913-1,gambiae,3.8064,1903.2,F8,9,10.20378,-4.39405,7,2015,1
679,F8_1,F8_1,30/07/2014,KANKOUNADENI,CDC,286-1,gambiae,1.98,991.6,F8,36,10.48214,-4.61734,7,2014,0
680,F8_2,F8_2,09/11/2015,DASSORPIRE,CDC,311-1,gambiae,2.14,1069.6,F8,12,10.67426,-4.59349,11,2015,1
681,F8_3,F8_3,03/09/2015,KANGOUNABA I,CDC,111b-11,gambiae,1.5112,755.6,F8,1,10.58465,-4.54745,9,2015,1
682,F8_5,F8_5,03/09/2014,BOUNOUMBA,CDC,112a-12,gambiae,2.6176,1308.8,F8,4,10.31913,-4.38869,9,2014,1
683,F8_6,F8_6,08/09/2014,SANHOUNOU,CDC,135-9,gambiae,2.73,1365.6,F8,12,10.67426,-4.59349,9,2014,1
684,F8_7,F8_7,12/09/2014,LOMBO,CDC,37a-4,gambiae,5.3096,2654.8,F8,18,10.07051,-4.30001,9,2014,1
685,F8_8,F8_8,23/09/2014,KANKOUNADENI,CDC,1225-1,gambiae,2.1176,1058.8,F8,36,10.48214,-4.61734,9,2014,0
686,F9_10,F9_10,16/09/2015,SISRANKA,CDC,139b-10,gambiae,3.5348,1767.4,F9,29,10.40929,-4.61967,9,2015,0
687,F9_11,F9_11,07/07/2015,KANKOUNADENI,CDC,522-3,gambiae,4.1624,2081.2,F9,36,10.48214,-4.61734,7,2015,0
688,F9_12,F9_12,14/07/2015,SANHOUROU,CDC,028-5,gambiae,3.8768,1938.4,F9,12,10.67426,-4.59349,7,2015,1
689,F9_13,F9_13,24/07/2015,KOFLANDE,CDC,920-3,gambiae,2.51,1255,F9,37,10.23163,-4.4324,7,2015,0
690,F9_1,F9_1,15/08/2014,LOMBO,CDC,503-3,gambiae,3.01,1503.6,F9,18,10.07051,-4.30001,8,2014,0
691,F9_2,F9_2,09/11/2015,DASSORPIRE,CDC,311-9,gambiae,1.44,719,F9,12,10.67426,-4.59349,11,2015,1
692,F9_3,F9_3,03/09/2015,NATIERA,CDC,112b-8,gambiae,5.3344,2667.2,F9,10,10.69726,-4.44495,9,2015,1
693,F9_4,F9_4,09/09/2015,BOUSSANRA I,CDC,126-8,gambiae,1.1512,575.6,F9,26,10.50926,-4.57797,9,2015,1
694,F9_6,F9_6,08/09/2014,SANHOUNOU,CDC,135-17,gambiae,3.37,1683.8,F9,12,10.67426,-4.59349,9,2014,1
695,F9_8,F9_8,04/11/2014,BAKARIDJAN II,CDC,1833-4,gambiae,2.68,1340,F9,9,10.20378,-4.39405,11,2014,1
696,F9_9,F9_9,10/09/2015,KOFLANDE,CDC,129-5,gambiae,4.5736,2286.8,F9,37,10.23163,-4.4324,9,2015,1
697,G10_10,G10_10,16/09/2015,BOULO-KOMARA,CDC,141-8,gambiae,3.8036,1901.8,G10,29,10.40929,-4.61967,9,2015,0
698,G10_11,G10_11,07/07/2015,BOUSSANRA I,CDC,020-8,gambiae,2.318,1159,G10,26,10.50926,-4.57797,7,2015,1
699,G10_1,G10_1,15/08/2014,LOMBO,CDC,514-4,gambiae,1.53,766,G10,18,10.07051,-4.30001,8,2014,0
700,G10_3,G10_3,03/09/2015,NATIERA,CDC,113b-9,gambiae,3.5312,1765.6,G10,10,10.69726,-4.44495,9,2015,1
701,G10_4,G10_4,09/09/2015,BOUSSANRA I,CDC,126-17,gambiae,1.5336,766.8,G10,26,10.50926,-4.57797,9,2015,1
702,G10_5,G10_5,03/09/2014,YABLE I,CDC,818-1,gambiae,1.884,942,G10,4,10.31913,-4.38869,9,2014,1
703,G10_6,G10_6,17/09/2014,SISRANKA,CDC,171-6,gambiae,1.99,994.8,G10,29,10.40929,-4.61967,9,2014,0
704,G10_7,G10_7,12/09/2014,DANDOUGOU,CDC,41a-11,gambiae,4.8192,2409.6,G10,2,10.10211,-4.3382,9,2014,1
705,G10_8,G10_8,04/11/2014,KOFING,CDC,1826-7,gambiae,5.3628,2681.4,G10,9,10.20378,-4.39405,11,2014,1
706,G11_1,G11_1,15/08/2014,LOMBO,CDC,515-6,gambiae,1.87,933.2,G11,18,10.07051,-4.30001,8,2014,0
707,G1_12,G1_12,09/07/2015,BOUNOUBA,CDC,022-1,gambiae,6.444,3222,G1,39,10.26145,-4.36408,7,2015,0
708,G11_3,G11_3,07/09/2015,SANHOUNOU,CDC,122-6,gambiae,3.8112,1905.6,G11,12,10.67426,-4.59349,9,2015,1
709,G1_13,G1_13,14/07/2015,TIEFORA II,CDC,026-7,gambiae,6.5444,3272.2,G1,11,10.66015,-4.51636,7,2015,1
710,G11_4,G11_4,10/09/2015,KOFLANDE,CDC,130-6,gambiae,1.7824,891.2,G11,37,10.23163,-4.4324,9,2015,1
711,G11_5,G11_5,19/09/2014,BOLOMAKOTE,CDC,1167-6,gambiae,1.8924,946.2,G11,9,10.20378,-4.39405,9,2014,1
712,G11_7,G11_7,12/09/2014,DANDOUGOU,CDC,41a-19,gambiae,1.7264,863.2,G11,2,10.10211,-4.3382,9,2014,1
713,G11_8,G11_8,06/11/2014,BAMAKO,CDC,1859-2,gambiae,3.2592,1629.6,G11,20,10.49796,-4.46115,11,2014,0
714,G1_1,G1_1,23/07/2014,SAKORA I,CDC,237-3,gambiae,1.39,696.8,G1,29,10.40929,-4.61967,7,2014,0
715,G1_3,G1_3,02/09/2015,YABLE I,CDC,106b-7,gambiae,1.8048,902.4,G1,4,10.31913,-4.38869,9,2015,1
716,G1_5,G1_5,01/09/2014,KANGOUNABA II,CDC,104a-7,gambiae,1.7372,868.6,G1,1,10.58465,-4.54745,9,2014,1
717,G1_8,G1_8,17/09/2014,SISRANKA,CDC,170-7,gambiae,2.028,1014,G1,29,10.40929,-4.61967,9,2014,0
718,G2_10,G2_10,10/09/2015,BOUNOUBA,CDC,131-15,gambiae,3.5432,1771.6,G2,39,10.26145,-4.36408,9,2015,1
719,G2_11,G2_11,01/07/2015,BAMAKO,CDC,017-2,gambiae,5.262,2631,G2,20,10.49796,-4.46115,7,2015,1
720,G2_13,G2_13,14/07/2015,TIEFORA II,CDC,027-3,gambiae,3.986,1993,G2,11,10.66015,-4.51636,7,2015,1
721,G2_1,G2_1,23/07/2014,SAKORA I,CDC,238-5,gambiae,1.3,648.4,G2,29,10.40929,-4.61967,7,2014,0
722,G2_2,G2_2,02/11/2015,KANKOUNABA II,CDC,302-15,gambiae,1,498,G2,1,10.58465,-4.54745,11,2015,1
723,G2_3,G2_3,02/09/2015,BAMAKO,CDC,107b-3,gambiae,1.8752,937.6,G2,20,10.49796,-4.46115,9,2015,1
724,G2_4,G2_4,04/09/2015,SOBARA III,CDC,114-15,gambiae,2.4224,1211.2,G2,3,10.25882,-4.41593,9,2015,1
725,G2_5,G2_5,01/09/2014,KANGOUNABA II,CDC,105-2,gambiae,1.3504,675.2,G2,1,10.58465,-4.54745,9,2014,1
726,G2_7,G2_7,09/09/2014,BOUSSANRA I,CDC,139a-15,gambiae,4.7736,2386.8,G2,26,10.50926,-4.57797,9,2014,0
727,G2_9,G2_9,05/11/2014,NATIERA,CDC,357-6,gambiae,5.194,2597,G2,10,10.69726,-4.44495,11,2014,1
728,G3_10,G3_10,10/09/2015,BOUNOUBA,CDC,131-23,gambiae,1.7464,873.2,G3,39,10.26145,-4.36408,9,2015,1
729,G3_12,G3_12,09/07/2015,BOUNOUBA,CDC,610-1,gambiae,4.7848,2392.4,G3,39,10.26145,-4.36408,7,2015,0
730,G3_13,G3_13,16/07/2015,SOBARA II,CDC,029-2,gambiae,10.6144,5307.2,G3,3,10.25882,-4.41593,7,2015,1
731,G3_14,G3_14,10/09/2015,BOLOMAKOTE,CDC,157-23,gambiae,4.1556,2077.8,G3,9,10.20378,-4.39405,9,2015,1
732,G3_1,G3_1,25/07/2014,KOFING,CDC,51a-2,gambiae,1.2,600.8,G3,9,10.20378,-4.39405,7,2014,1
733,G3_2,G3_2,02/11/2015,KANKOUNABA II,CDC,302-23,gambiae,1.77,884,G3,1,10.58465,-4.54745,11,2015,1
734,G3_4,G3_4,07/09/2015,DASSORPIRE,CDC,119-1,gambiae,1.7304,865.2,G3,12,10.67426,-4.59349,9,2015,1
735,G3_6,G3_6,07/09/2014,SOBARA II,CDC,123a-12,gambiae,1.86,931.4,G3,3,10.25882,-4.41593,9,2014,1
736,G3_8,G3_8,19/09/2014,BOLOMAKOTE,CDC,195-14,gambiae,3.25,1625,G3,9,10.20378,-4.39405,9,2014,1
737,G3_9,G3_9,05/11/2014,NATIERA,CDC,357-14,gambiae,4.3904,2195.2,G3,10,10.69726,-4.44495,11,2014,1
738,G4_11,G4_11,01/07/2015,BAMAKO,CDC,436-1,gambiae,1.7356,867.8,G4,20,10.49796,-4.46115,7,2015,1
739,G4_12,G4_12,12/07/2015,KANKOUNABA II,CDC,656-2,gambiae,7.9056,3952.8,G4,1,10.58465,-4.54745,7,2015,1
740,G4_14,G4_14,10/09/2015,BOLOMAKOTE,CDC,157-31,gambiae,3.2884,1644.2,G4,9,10.20378,-4.39405,9,2015,1
741,G4_1,G4_1,25/07/2014,KOFING,CDC,51a-10,gambiae,1.69,847.2,G4,9,10.20378,-4.39405,7,2014,1
742,G4_3,G4_3,02/09/2015,BAMAKO,CDC,107b-19,gambiae,1.6696,834.8,G4,20,10.49796,-4.46115,9,2015,1
743,G4_4,G4_4,07/09/2015,DASSORPIRE,CDC,119-9,gambiae,1.2448,622.4,G4,12,10.67426,-4.59349,9,2015,1
744,G4_5,G4_5,01/09/2014,MOSSIBOUGOU,CDC,106a-11,gambiae,2.4496,1224.8,G4,10,10.69726,-4.44495,9,2014,1
745,G4_6,G4_6,07/09/2014,SOBARA II,CDC,123a-20,gambiae,2.28,1142,G4,3,10.25882,-4.41593,9,2014,1
746,G4_7,G4_7,11/09/2014,BOUNOUBA,CDC,28a-11,gambiae,1.2896,644.8,G4,39,10.26145,-4.36408,9,2014,0
747,G4_8,G4_8,19/09/2014,KOFLANDE,CDC,209-7,gambiae,4.216,2108,G4,37,10.23163,-4.4324,9,2014,0
748,G4_9,G4_9,06/11/2014,BAMAKO,CDC,1858-4,gambiae,1.8796,939.8,G4,20,10.49796,-4.46115,11,2014,0
749,G5_10,G5_10,11/09/2015,KIESSE(KEHINSA),CDC,134-10,gambiae,2.476,1238,G5,2,10.10211,-4.3382,9,2015,1
750,G5_12,G5_12,12/07/2015,KANKOUNABA II,CDC,024-7,gambiae,4.4448,2222.4,G5,1,10.58465,-4.54745,7,2015,1
751,G5_13,G5_13,16/07/2015,SOBARA I,CDC,777-1,gambiae,3.3404,1670.2,G5,3,10.25882,-4.41593,7,2015,1
752,G5_1,G5_1,25/07/2014,KOFING,CDC,51a-18,gambiae,1.53,764,G5,9,10.20378,-4.39405,7,2014,1
753,G5_3,G5_3,03/09/2015,KANGOUNABA I,CDC,109-1,gambiae,3.4728,1736.4,G5,1,10.58465,-4.54745,9,2015,1
754,G5_5,G5_5,01/09/2014,NATIERA,CDC,107a-2,gambiae,1.8812,940.6,G5,10,10.69726,-4.44495,9,2014,1
755,G5_6,G5_6,08/09/2014,TIEFORA II,CDC,132a-8,gambiae,1.74,867.6,G5,11,10.66015,-4.51636,9,2014,1
756,G5_7,G5_7,11/09/2014,BOUNOUBA,CDC,1019-7,gambiae,3.6032,1801.6,G5,39,10.26145,-4.36408,9,2014,0
757,G5_8,G5_8,19/09/2014,KOFLANDE,CDC,209-15,gambiae,6.0576,3028.8,G5,37,10.23163,-4.4324,9,2014,0
758,G5_9,G5_9,10/11/2014,PONT MAURICE,CDC,360-5,gambiae,3.3588,1679.4,G5,11,10.66015,-4.51636,11,2014,1
759,G6_10,G6_10,11/09/2015,LOMBO,CDC,136-5,gambiae,1.5144,757.2,G6,18,10.07051,-4.30001,9,2015,1
760,G6_11,G6_11,01/07/2015,YABLE I,CDC,542-1,gambiae,0.3964,198.2,G6,4,10.31913,-4.38869,7,2015,1
761,G6_12,G6_12,12/07/2015,MOSSIBOUGOU,CDC,667-2,gambiae,4.2616,2130.8,G6,10,10.69726,-4.44495,7,2015,1
762,G6_2,G6_2,09/11/2015,PONT MAURICE,CDC,310-5,gambiae,1.4,701.8,G6,11,10.66015,-4.51636,11,2015,1
763,G6_3,G6_3,03/09/2015,KANGOUNABA I,CDC,109-9,gambiae,2.616,1308,G6,1,10.58465,-4.54745,9,2015,1
764,G6_6,G6_6,08/09/2014,TIEFORA II,CDC,132a-16,gambiae,2.05,1026,G6,11,10.66015,-4.51636,9,2014,1
765,G6_8,G6_8,23/09/2014,KANKOUNADENI,CDC,223-2,gambiae,2.5456,1272.8,G6,36,10.48214,-4.61734,9,2014,0
766,G6_9,G6_9,10/11/2014,PONT MAURICE,CDC,360-13,gambiae,4.6068,2303.4,G6,11,10.66015,-4.51636,11,2014,1
767,G7_10,G7_10,11/09/2015,LOMBO,CDC,136-13,gambiae,0.74,370,G7,18,10.07051,-4.30001,9,2015,1
768,G7_11,G7_11,01/07/2015,BOUNOUMBA,CDC,428-5,gambiae,0.1484,74.2,G7,4,10.31913,-4.38869,7,2015,1
769,G7_12,G7_12,12/07/2015,NATIERA,CDC,657-4,gambiae,1.8664,933.2,G7,10,10.69726,-4.44495,7,2015,1
770,G7_13,G7_13,24/07/2015,BAKARIDJAN II,CDC,917-2,gambiae,2.7608,1380.4,G7,9,10.20378,-4.39405,7,2015,1
771,G7_1,G7_1,30/07/2014,KANKOUNADENI,CDC,53a-14,gambiae,1.43,715.6,G7,36,10.48214,-4.61734,7,2014,0
772,G7_3,G7_3,03/09/2015,KANGOUNABA I,CDC,111b-4,gambiae,2.2008,1100.4,G7,1,10.58465,-4.54745,9,2015,1
773,G7_5,G7_5,03/09/2014,BOUNOUMBA,CDC,112a-5,gambiae,4.4836,2241.8,G7,4,10.31913,-4.38869,9,2014,1
774,G7_6,G7_6,08/09/2014,SANHOUNOU,CDC,135-2,gambiae,2.26,1129.8,G7,12,10.67426,-4.59349,9,2014,1
775,G7_7,G7_7,12/09/2014,LOMBO,CDC,34-15,gambiae,3.1928,1596.4,G7,18,10.07051,-4.30001,9,2014,1
776,G7_8,G7_8,23/09/2014,KANKOUNADENI,CDC,223-10,gambiae,3.0884,1544.2,G7,36,10.48214,-4.61734,9,2014,0
777,G7_9,G7_9,10/09/2015,KOFING,CDC,128-3,gambiae,4.3344,2167.2,G7,9,10.20378,-4.39405,9,2015,1
778,G8_11,G8_11,07/07/2015,KANKOUNADENI,CDC,524-5,gambiae,4.1752,2087.6,G8,36,10.48214,-4.61734,7,2015,0
779,G8_12,G8_12,12/07/2015,MOSSIBOUGOU,CDC,666-4,gambiae,2.52,1260,G8,10,10.69726,-4.44495,7,2015,1
780,G8_13,G8_13,24/07/2015,BAKARIDJAN II,CDC,910-1,gambiae,3.858,1929,G8,9,10.20378,-4.39405,7,2015,1
781,G8_1,G8_1,14/08/2014,BOUNOUBA,CDC,485-1,gambiae,1.61,804.8,G8,39,10.26145,-4.36408,8,2014,0
782,G8_2,G8_2,09/11/2015,DASSORPIRE,CDC,311-2,gambiae,2.46,1228.6,G8,12,10.67426,-4.59349,11,2015,1
783,G8_6,G8_6,08/09/2014,SANHOUNOU,CDC,135-10,gambiae,1.89,945.6,G8,12,10.67426,-4.59349,9,2014,1
784,G8_7,G8_7,12/09/2014,LOMBO,CDC,37a-5,gambiae,4.5168,2258.4,G8,18,10.07051,-4.30001,9,2014,1
785,G8_9,G8_9,10/09/2015,KOFING,CDC,128-11,gambiae,4.0492,2024.6,G8,9,10.20378,-4.39405,9,2015,1
786,G9_11,G9_11,07/07/2015,KANKOUNADENI,CDC,522-4,gambiae,1.954,977,G9,36,10.48214,-4.61734,7,2015,0
787,G9_12,G9_12,14/07/2015,SANHOUROU,CDC,028-6,gambiae,2.6192,1309.6,G9,12,10.67426,-4.59349,7,2015,1
788,G9_13,G9_13,24/07/2015,KOFLANDE,CDC,923-1,gambiae,3.6396,1819.8,G9,37,10.23163,-4.4324,7,2015,0
789,G9_1,G9_1,15/08/2014,LOMBO,CDC,504-1,gambiae,1.9,948,G9,18,10.07051,-4.30001,8,2014,0
790,G9_2,G9_2,09/11/2015,DASSORPIRE,CDC,311-10,gambiae,1.4,699.6,G9,12,10.67426,-4.59349,11,2015,1
791,G9_3,G9_3,03/09/2015,NATIERA,CDC,113b-1,gambiae,3.6288,1814.4,G9,10,10.69726,-4.44495,9,2015,1
792,G9_4,G9_4,09/09/2015,BOUSSANRA I,CDC,126-9,gambiae,1.0184,509.2,G9,26,10.50926,-4.57797,9,2015,1
793,G9_5,G9_5,03/09/2014,FRIGARA,CDC,113a-9,gambiae,3.3776,1688.8,G9,20,10.49796,-4.46115,9,2014,0
794,G9_6,G9_6,08/09/2014,SANHOUNOU,CDC,135-18,gambiae,4.34,2169.2,G9,12,10.67426,-4.59349,9,2014,1
795,G9_7,G9_7,12/09/2014,DANDOUGOU,CDC,41a-3,gambiae,3.6176,1808.8,G9,2,10.10211,-4.3382,9,2014,1
796,G9_8,G9_8,04/11/2014,BAKARIDJAN II,CDC,1833-5,gambiae,2.5848,1292.4,G9,9,10.20378,-4.39405,11,2014,1
797,G9_9,G9_9,10/09/2015,KOFLANDE,CDC,129-6,gambiae,4.1884,2094.2,G9,37,10.23163,-4.4324,9,2015,1
798,H10_10,H10_10,16/09/2015,BOULO-KOMARA,CDC,141-9,gambiae,1.6032,801.6,H10,29,10.40929,-4.61967,9,2015,0
799,H10_11,H10_11,07/07/2015,BOUSSANRA I,CDC,020-9,gambiae,1.7204,860.2,H10,26,10.50926,-4.57797,7,2015,1
800,H10_1,H10_1,15/08/2014,LOMBO,CDC,514-5,gambiae,1.87,933.2,H10,18,10.07051,-4.30001,8,2014,0
801,H10_2,H10_2,09/11/2015,SANHOUNOU,CDC,3618-2,gambiae,0.4,202.2,H10,12,10.67426,-4.59349,11,2015,1
802,H10_3,H10_3,03/09/2015,NATIERA,CDC,113b-10,gambiae,1.6312,815.6,H10,10,10.69726,-4.44495,9,2015,1
803,H10_4,H10_4,09/09/2015,BOUSSANRA I,CDC,127-1,gambiae,1.3288,664.4,H10,26,10.50926,-4.57797,9,2015,1
804,H10_5,H10_5,03/09/2014,YABLE I,CDC,818-2,gambiae,1.222,611,H10,4,10.31913,-4.38869,9,2014,1
805,H10_7,H10_7,12/09/2014,DANDOUGOU,CDC,41a-12,gambiae,1.888,944,H10,2,10.10211,-4.3382,9,2014,1
806,H10_8,H10_8,04/11/2014,KOFING,CDC,1826-8,gambiae,4.0188,2009.4,H10,9,10.20378,-4.39405,11,2014,1
807,H11_11,H11_11,09/07/2015,BOUNOUBA,CDC,604-1,gambiae,4.2952,2147.6,H11,39,10.26145,-4.36408,7,2015,0
808,H11_12,H11_12,16/07/2015,SOBARA I,CDC,778-2,gambiae,2.3184,1159.2,H11,3,10.25882,-4.41593,7,2015,1
809,H1_11,H1_11,01/07/2015,BAMAKO,CDC,444-1,gambiae,3.3168,1658.4,H1,20,10.49796,-4.46115,7,2015,1
810,H1_12,H1_12,09/07/2015,BOUNOUBA,CDC,022-2,gambiae,3.572,1786,H1,39,10.26145,-4.36408,7,2015,0
811,H1_13,H1_13,14/07/2015,TIEFORA II,CDC,026-8,gambiae,6.6684,3334.2,H1,11,10.66015,-4.51636,7,2015,1
812,H11_7,H11_7,12/09/2014,DANDOUGOU,CDC,41a-20,gambiae,2.2872,1143.6,H11,2,10.10211,-4.3382,9,2014,1
813,H1_1,H1_1,23/07/2014,SAKORA I,CDC,237-4,gambiae,2.23,1116,H1,29,10.40929,-4.61967,7,2014,0
814,H1_2,H1_2,02/11/2015,KANKOUNABA II,CDC,302-8,gambiae,0.95,473.8,H1,1,10.58465,-4.54745,11,2015,1
